Category,Consumers Count,Total Expenditures,Total Authorized Services,Per Capita Expenditures,Per Capita Authorized Services,Utilized,Regional Center,Sheet Name,Title,Age Category,Total Eligible Consumers,Consumers Receiving Purchased Services,Consumers with No Purchased Services,Percent With No Purchased Services
"Cerebral Palsy & Epilepsy & Category
5",14.0,327881.0,422829.0,23420.0485714286,30202.0657142857,0.7754452557,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Cerebral Palsy & Category 5,34.0,883154.0,1313421.0,25975.1291176471,38630.0241176471,0.6724077893,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Epilepsy & Category 5,53.0,1771113.0,2735685.0,33417.2296226415,51616.7005660378,0.6474111917,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Epilepsy,69.0,2166701.0,2640671.0,31401.4601449275,38270.5891304348,0.8205115432,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Category 5,235.0,6899379.0,8442640.0,29359.0596170213,35926.1289361702,0.8172063199,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
No Diagnosis,29.0,197097.0,265495.0,6796.43689655172,9155.00379310345,0.7423740121,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Totals Check,6254.0,220377315.0,263984744.0,1189200.1352864192,1499328.891808259,20.519078383700002,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Totals,6296.0,222518802.0,285474445.0,35342.8846886913,45342.1926397713,0.7794701277,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"American Indian or Alaska
Native",65.0,54.0,11.0,16.9,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Asian,1997.0,1568.0,432.0,21.6,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Black/African American,1616.0,1327.0,290.0,17.9,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Hispanic,8601.0,7142.0,1465.0,17.0,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
"Native Hawaiian or Other
Pacific Islander",63.0,47.0,16.0,25.4,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
"Other Ethnicity or
Race/Multi-Cultural",3423.0,2749.0,686.0,20.0,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
White,5955.0,4775.0,1198.0,20.1,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Totals Check,21720.0,17662.0,4098.0,138.9,0.0,0.0,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Totals,21720.0,17662.0,4098.0,18.9,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
"American Indian or Alaska
Native",,,0.0,0.0,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Asian,415.0,404.0,12.0,2.9,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Black/African American,233.0,222.0,11.0,4.7,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Hispanic,2160.0,2058.0,103.0,4.8,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Native Hawaiian or Other
Pacific Islander",,,0.0,0.0,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Other Ethnicity or
Race/Multi-Cultural",1282.0,1201.0,82.0,6.4,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
White,785.0,749.0,37.0,4.7,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals Check,4875.0,4634.0,245.0,23.499999999999996,0.0,0.0,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals,4896.0,4655.0,245.0,5.0,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"American Indian or Alaska
Native",27.0,18.0,,,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Asian,1083.0,752.0,333.0,30.7,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Black/African American,735.0,549.0,187.0,25.4,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Hispanic,4687.0,3595.0,1097.0,23.4,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Native Hawaiian or Other
Pacific Islander",38.0,27.0,,,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Other Ethnicity or
Race/Multi-Cultural",1700.0,1188.0,523.0,30.8,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
White,2258.0,1484.0,791.0,35.0,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals Check,10528.0,7613.0,2931.0,145.3,0.0,0.0,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals,10528.0,7613.0,2951.0,28.0,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"American Indian or Alaska
Native",28.0,,,,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Asian,499.0,412.0,87.0,17.4,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Black/African American,648.0,556.0,92.0,14.2,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Hispanic,1754.0,1489.0,265.0,15.1,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Native Hawaiian or Other
Pacific Islander",14.0,,,,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Other Ethnicity or
Race/Multi-Cultural",441.0,360.0,81.0,18.4,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
White,2912.0,2542.0,370.0,12.7,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals Check,6296.0,5359.0,895.0,77.8,0.0,0.0,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals,6296.0,5394.0,902.0,14.3,,,Valley Mountain,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
All other languages,502.0,397.0,105.0,20.9,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
"Cantonese/Mandarin
Chinese",31.0,28.0,,,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
English,17817.0,14262.0,3593.0,20.2,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
Spanish,3317.0,2926.0,393.0,11.8,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
Vietnamese,53.0,49.0,,,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
Totals Check,21720.0,17662.0,4091.0,52.89999999999999,0.0,0.0,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
Totals,21720.0,17662.0,4098.0,18.9,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
All other languages,61.0,58.0,,,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Cantonese/Mandarin
Chinese",,,0.0,0.0,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
English,4105.0,3905.0,204.0,5.0,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Spanish,724.0,686.0,,,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Vietnamese,,,0.0,0.0,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals Check,4890.0,4649.0,204.0,5.0,0.0,0.0,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals,4896.0,4655.0,245.0,5.0,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
All other languages,190.0,143.0,,,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Cantonese/Mandarin
Chinese",19.0,16.0,,,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
English,8371.0,5769.0,2636.0,31.5,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Spanish,1930.0,1667.0,265.0,13.7,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Vietnamese,18.0,18.0,0.0,0.0,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals Check,10528.0,7613.0,2901.0,45.2,0.0,0.0,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals,10528.0,7613.0,2951.0,28.0,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
All other languages,251.0,196.0,55.0,21.9,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Cantonese/Mandarin
Chinese",,,0.0,0.0,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
English,5341.0,4588.0,753.0,14.1,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Spanish,663.0,573.0,90.0,13.6,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Vietnamese,,,,12.5,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals Check,6255.0,5357.0,898.0,62.1,0.0,0.0,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals,6296.0,5394.0,902.0,14.3,,,Valley Mountain,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Acute General Hospital,,,,50.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
CCF,1230.0,1222.0,,,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Correctional Institution,,,13.0,72.2,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Community Treatment
Facility",,,,66.7,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Developmental Center/State
Hospital",,0.0,,1.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Family Home, Adults",73.0,72.0,,,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Foster Home, Children",419.0,381.0,38.0,9.1,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Hospice,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
ICF Facility,203.0,198.0,,,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Independent Living or
Supported Living",1082.0,982.0,100.0,9.2,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Out-of-state,,,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Other,35.0,28.0,,,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Home of Parent or Guardian,18540.0,14690.0,3890.0,21.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Psychiatric Treatment Facility,,,,33.3,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Rehabilitation Center,,,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Skilled Nursing Facility (SNF),62.0,43.0,19.0,30.6,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Sub-Acute,,,,50.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Transient/Homeless,40.0,31.0,,,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Totals Check,21684.0,17647.0,4060.0,343.1,0.0,0.0,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Totals,21720.0,17662.0,4098.0,18.9,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Acute General Hospital,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Correctional Institution,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Community Treatment
Facility",0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Developmental Center/State
Hospital",0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Family Home, Adults",0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Foster Home, Children",,,11.0,4.4,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Hospice,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
ICF Facility,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Independent Living or
Supported Living",0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Out-of-state,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Other,,,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Home of Parent or Guardian,4643.0,4413.0,234.0,5.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Psychiatric Treatment Facility,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Rehabilitation Center,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Skilled Nursing Facility (SNF),0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Sub-Acute,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Transient/Homeless,0.0,0.0,0.0,0.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals Check,4643.0,4413.0,245.0,9.4,0.0,0.0,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals,4896.0,4655.0,245.0,5.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Acute General Hospital,,0.0,,1.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
CCF,118.0,117.0,,,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Correctional Institution,,,,75.0,,,Valley Mountain,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
